"Area.Code","Cogs","DifferenceBetweenActualandTargetProfit","Date","Inventory.Margin","Margin","Market_size","Market","Marketing","Product_line","Product_type","Product","Profit","Sales","State","Target_cogs","Target_margin","Target_profit","Target_sales","Total_expenses","Type","Log_Profit","Sqrt_Profit","BoxCox_Profit","YeoJohnson_Profit"
630,39,-13,"6/1/2013",541,51,"Major Market","Central",12,"Leaves","Herbal Tea","Lemon",27,90,"Illinois",20,40,40,60,24,"Decaf",3.3322045101752,5.19615242270663,5.62625126507429,5.15418254444888
209,39,-14,"6/2/2013",541,51,"Major Market","West",12,"Leaves","Herbal Tea","Mint",26,90,"California",20,40,40,60,25,"Decaf",3.29583686600433,5.09901951359278,5.52538206968385,5.07222088649086
505,86,-36,"6/3/2013",1698,23,"Small Market","South",26,"Beans","Coffee","Decaf Irish Cream",1e-05,109,"New Mexico",110,40,10,150,49,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
318,46,-10,"6/4/2013",449,67,"Small Market","South",14,"Beans","Espresso","Decaf Espresso",30,113,"Louisiana",20,40,40,60,37,"Decaf",3.43398720448515,5.47722557505166,5.91397038224061,5.38749333359726
515,31,-23,"6/5/2013",1000,37,"Small Market","Central",9,"Beans","Coffee","Colombian",7,68,"Iowa",20,40,30,60,30,"Regular",2.07944154167984,2.64575131106459,2.64263320840332,2.71241120422866
505,45,-16,"6/6/2013",320,64,"Small Market","South",41,"Beans","Espresso","Caffe Mocha",1e-05,109,"New Mexico",20,40,10,60,70,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
801,32,-12,"6/7/2013",833,47,"Small Market","West",8,"Beans","Espresso","Caffe Latte",28,79,"Utah",20,40,40,60,19,"Regular",3.36729582998647,5.29150262212918,5.72453815488877,5.2339636095422
505,31,-24,"6/8/2013",1000,37,"Small Market","South",9,"Leaves","Herbal Tea","Lemon",6,68,"New Mexico",10,40,30,50,31,"Decaf",1.94591014905531,2.44948974278318,2.37256619803235,2.49367385325655
636,39,-17,"6/9/2013",244,53,"Small Market","Central",12,"Leaves","Tea","Darjeeling",13,92,"Missouri",20,40,30,60,40,"Regular",2.63905732961526,3.60555127546399,3.86217948140527,3.71115874981479
959,24,-22,"6/10/2013",806,36,"Small Market","East",6,"Leaves","Tea","Green Tea",18,60,"Connecticut",20,40,40,60,18,"Regular",2.94443897916644,4.24264068711928,4.60008758198814,4.31681223695035
603,0,-8,"6/11/2013",430,43,"Small Market","East",0,"Leaves","Tea","Green Tea",32,43,"New Hampshire",0,40,40,40,11,"Regular",3.49650756146648,5.65685424949238,6.0947570824873,5.53371887292784
801,45,-26,"6/12/2013",320,64,"Small Market","West",41,"Leaves","Tea","Darjeeling",1e-05,109,"Utah",10,40,20,50,70,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
206,60,-10,"6/13/2013",606,84,"Small Market","West",54,"Leaves","Tea","Green Tea",1e-05,144,"Washington",20,40,10,60,84,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
937,32,-1,"6/14/2013",482,48,"Major Market","Central",8,"Leaves","Herbal Tea","Chamomile",29,80,"Ohio",30,40,30,70,19,"Decaf",3.40119738166216,5.3851648071345,5.8203976445416,5.31169438026127
407,54,3,"6/15/2013",391,67,"Major Market","East",20,"Leaves","Herbal Tea","Lemon",13,121,"Florida",40,40,10,80,54,"Decaf",2.63905732961526,3.60555127546399,3.86217948140527,3.71115874981479
715,22,-19,"6/16/2013",570,30,"Small Market","Central",7,"Beans","Espresso","Decaf Espresso",11,52,"Wisconsin",20,40,30,60,19,"Decaf",2.484906649788,3.3166247903554,3.51045471219615,3.42223420542126
505,35,-12,"6/17/2013",248,47,"Small Market","South",11,"Beans","Espresso","Decaf Espresso",8,82,"New Mexico",20,40,20,60,39,"Decaf",2.19722457733622,2.82842712474619,2.88688661024538,2.91138626231789
775,29,-15,"6/18/2013",1003,35,"Small Market","West",8,"Beans","Coffee","Decaf Irish Cream",5,64,"Nevada",30,40,20,70,30,"Decaf",1.79175946922805,2.23606797749979,2.06885532230921,2.24990706967881
563,29,-15,"6/19/2013",1003,35,"Small Market","Central",8,"Beans","Coffee","Colombian",5,64,"Iowa",20,40,20,60,30,"Regular",1.79175946922805,2.23606797749979,2.06885532230921,2.24990706967881
603,34,-3,"6/20/2013",211,42,"Small Market","East",12,"Beans","Espresso","Regular Espresso",1e-05,76,"New Hampshire",30,40,0,70,45,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
918,32,-1,"6/21/2013",482,48,"Small Market","South",8,"Beans","Espresso","Caffe Mocha",29,80,"Oklahoma",20,40,30,60,19,"Regular",3.40119738166216,5.3851648071345,5.8203976445416,5.31169438026127
775,0,1,"6/22/2013",387,43,"Small Market","West",0,"Beans","Espresso","Caffe Latte",31,43,"Nevada",0,40,30,40,12,"Regular",3.46573590279973,5.56776436283002,6.00538449812395,5.46146854042967
435,33,-3,"6/23/2013",836,48,"Small Market","West",9,"Beans","Espresso","Caffe Latte",27,81,"Utah",30,40,30,70,21,"Regular",3.3322045101752,5.19615242270663,5.62625126507429,5.15418254444888
573,82,-9,"6/24/2013",1804,40,"Small Market","Central",25,"Leaves","Herbal Tea","Lemon",1e-05,122,"Missouri",70,40,0,110,49,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
801,82,-8,"6/25/2013",1804,40,"Small Market","West",25,"Leaves","Herbal Tea","Mint",1e-05,122,"Utah",70,40,0,110,48,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
417,35,-1,"6/26/2013",248,47,"Small Market","Central",11,"Leaves","Tea","Darjeeling",9,82,"Missouri",20,40,10,60,38,"Regular",2.30258509299405,3,3.11060681643921,3.09431060815861
636,34,-3,"6/27/2013",211,42,"Small Market","Central",12,"Leaves","Tea","Earl Grey",1e-05,76,"Missouri",20,40,0,60,45,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
314,33,-4,"6/28/2013",243,41,"Small Market","Central",12,"Leaves","Tea","Green Tea",1e-05,74,"Missouri",20,40,0,60,45,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
603,0,2,"6/29/2013",387,43,"Small Market","East",0,"Leaves","Tea","Green Tea",32,43,"New Hampshire",0,40,30,40,11,"Regular",3.49650756146648,5.65685424949238,6.0947570824873,5.53371887292784
435,44,3,"6/30/2013",325,62,"Small Market","West",40,"Leaves","Tea","Darjeeling",1e-05,106,"Utah",30,40,-10,70,69,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
937,29,-5,"7/1/2013",490,44,"Major Market","Central",8,"Leaves","Herbal Tea","Chamomile",25,73,"Ohio",20,40,30,60,19,"Decaf",3.25809653802148,5,5.42175934801256,4.9879348473056
330,33,-1,"7/2/2013",870,49,"Major Market","Central",9,"Leaves","Herbal Tea","Lemon",29,82,"Ohio",30,40,30,70,20,"Decaf",3.40119738166216,5.3851648071345,5.8203976445416,5.31169438026127
508,46,-3,"7/3/2013",422,57,"Major Market","East",17,"Leaves","Herbal Tea","Lemon",7,103,"Massachusetts",30,40,10,70,50,"Decaf",2.07944154167984,2.64575131106459,2.64263320840332,2.71241120422866
813,30,-4,"7/4/2013",882,45,"Major Market","East",8,"Leaves","Tea","Darjeeling",26,75,"Florida",30,40,30,70,19,"Regular",3.29583686600433,5.09901951359278,5.52538206968385,5.07222088649086
857,29,-5,"7/5/2013",490,44,"Major Market","East",8,"Leaves","Tea","Green Tea",25,73,"Massachusetts",30,40,30,70,19,"Regular",3.25809653802148,5,5.42175934801256,4.9879348473056
262,24,-17,"7/6/2013",567,32,"Small Market","Central",7,"Beans","Espresso","Decaf Espresso",13,56,"Wisconsin",30,40,30,70,19,"Decaf",2.63905732961526,3.60555127546399,3.86217948140527,3.71115874981479
702,0,1,"7/7/2013",344,43,"Small Market","West",0,"Beans","Espresso","Caffe Latte",31,43,"Nevada",0,40,30,40,12,"Regular",3.46573590279973,5.56776436283002,6.00538449812395,5.46146854042967
435,31,-4,"7/8/2013",844,46,"Small Market","West",8,"Beans","Espresso","Caffe Latte",26,77,"Utah",30,40,30,70,20,"Regular",3.29583686600433,5.09901951359278,5.52538206968385,5.07222088649086
715,34,0,"7/9/2013",863,51,"Small Market","Central",9,"Leaves","Herbal Tea","Lemon",30,85,"Wisconsin",30,40,30,70,21,"Decaf",3.43398720448515,5.47722557505166,5.91397038224061,5.38749333359726
603,39,-8,"7/10/2013",250,49,"Small Market","East",14,"Leaves","Herbal Tea","Lemon",2,88,"New Hampshire",20,40,10,60,47,"Decaf",1.09861228866811,1.4142135623731,0.770481377816388,1.26081001743391
505,31,-13,"7/11/2013",1009,38,"Small Market","South",9,"Leaves","Herbal Tea","Lemon",7,69,"New Mexico",20,40,20,60,31,"Decaf",2.07944154167984,2.64575131106459,2.64263320840332,2.71241120422866
573,38,1,"7/12/2013",256,51,"Small Market","Central",12,"Leaves","Tea","Darjeeling",11,89,"Missouri",30,40,10,70,40,"Regular",2.484906649788,3.3166247903554,3.51045471219615,3.42223420542126
636,39,2,"7/13/2013",250,49,"Small Market","Central",14,"Leaves","Tea","Green Tea",2,88,"Missouri",30,40,0,70,47,"Regular",1.09861228866811,1.4142135623731,0.770481377816388,1.26081001743391
603,0,2,"7/14/2013",344,43,"Small Market","East",0,"Leaves","Tea","Green Tea",32,43,"New Hampshire",0,40,30,40,11,"Regular",3.49650756146648,5.65685424949238,6.0947570824873,5.53371887292784
509,41,10,"7/15/2013",320,66,"Small Market","West",12,"Leaves","Tea","Darjeeling",30,107,"Washington",30,40,20,70,36,"Regular",3.43398720448515,5.47722557505166,5.91397038224061,5.38749333359726
801,38,2,"7/16/2013",256,51,"Small Market","West",12,"Leaves","Tea","Earl Grey",12,89,"Utah",20,40,10,60,39,"Regular",2.56494935746154,3.46410161513775,3.6914529978149,3.57089490862785
509,43,8,"7/17/2013",466,63,"Small Market","West",13,"Leaves","Tea","Earl Grey",28,106,"Washington",30,40,20,70,35,"Regular",3.36729582998647,5.29150262212918,5.72453815488877,5.2339636095422
312,39,0,"7/18/2013",541,51,"Major Market","Central",12,"Leaves","Herbal Tea","Lemon",40,96,"Illinois",20,40,40,60,24,"Decaf",3.71357206670431,6.32455532033676,6.7475071511074,6.05915922675012
530,39,-1,"7/19/2013",541,51,"Major Market","West",12,"Leaves","Herbal Tea","Mint",39,96,"California",20,40,40,60,25,"Decaf",3.68887945411394,6.2449979983984,6.67122975914856,5.99796739707004
505,86,-49,"7/20/2013",1698,23,"Small Market","South",26,"Beans","Coffee","Decaf Irish Cream",1e-05,116,"New Mexico",110,40,10,150,49,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
318,46,5,"7/21/2013",449,67,"Small Market","South",14,"Beans","Espresso","Decaf Espresso",45,120,"Louisiana",20,40,40,60,37,"Decaf",3.8286413964891,6.70820393249937,7.11008077908889,6.34925473862917
515,31,-20,"7/22/2013",1000,37,"Small Market","Central",9,"Beans","Coffee","Colombian",10,72,"Iowa",20,40,30,60,30,"Regular",2.39789527279837,3.16227766016838,3.31754104989627,3.26390635106194
505,45,-19,"7/23/2013",320,64,"Small Market","South",41,"Beans","Espresso","Caffe Mocha",1e-05,116,"New Mexico",20,40,10,60,70,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
435,32,2,"7/24/2013",833,47,"Small Market","West",8,"Beans","Espresso","Caffe Latte",42,84,"Utah",20,40,40,60,19,"Regular",3.76120011569356,6.48074069840786,6.89614607365233,6.17823996880571
505,31,-21,"7/25/2013",1000,37,"Small Market","South",9,"Leaves","Herbal Tea","Lemon",9,72,"New Mexico",10,40,30,50,31,"Decaf",2.30258509299405,3,3.11060681643921,3.09431060815861
314,39,-11,"7/26/2013",244,53,"Small Market","Central",12,"Leaves","Tea","Darjeeling",19,98,"Missouri",20,40,30,60,40,"Regular",2.99573227355399,4.35889894354067,4.72981827162529,4.42306337524849
203,24,-13,"7/27/2013",806,36,"Small Market","East",6,"Leaves","Tea","Green Tea",27,64,"Connecticut",20,40,40,60,18,"Regular",3.3322045101752,5.19615242270663,5.62625126507429,5.15418254444888
603,0,7,"7/28/2013",430,43,"Small Market","East",0,"Leaves","Tea","Green Tea",47,46,"New Hampshire",0,40,40,40,11,"Regular",3.87120101090789,6.85565460040104,7.24721322674887,6.45864011136703
435,45,-29,"7/29/2013",320,64,"Small Market","West",41,"Leaves","Tea","Darjeeling",1e-05,116,"Utah",10,40,20,50,70,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
206,60,-10,"7/30/2013",606,84,"Small Market","West",54,"Leaves","Tea","Green Tea",1e-05,153,"Washington",20,40,10,60,84,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
440,32,13,"7/31/2013",482,48,"Major Market","Central",8,"Leaves","Herbal Tea","Chamomile",43,85,"Ohio",30,40,30,70,19,"Decaf",3.78418963391826,6.557438524302,6.96861297165568,6.23621841611432
561,54,9,"8/1/2013",391,67,"Major Market","East",20,"Leaves","Herbal Tea","Lemon",19,129,"Florida",40,40,10,80,54,"Decaf",2.99573227355399,4.35889894354067,4.72981827162529,4.42306337524849
920,22,-14,"8/2/2013",570,30,"Small Market","Central",7,"Beans","Espresso","Decaf Espresso",16,55,"Wisconsin",20,40,30,60,19,"Decaf",2.83321334405622,4,4.32465569998023,4.09095419486471
505,35,-8,"8/3/2013",248,47,"Small Market","South",11,"Beans","Espresso","Decaf Espresso",12,87,"New Mexico",20,40,20,60,39,"Decaf",2.56494935746154,3.46410161513775,3.6914529978149,3.57089490862785
702,29,-13,"8/4/2013",1003,35,"Small Market","West",8,"Beans","Coffee","Decaf Irish Cream",7,68,"Nevada",30,40,20,70,30,"Decaf",2.07944154167984,2.64575131106459,2.64263320840332,2.71241120422866
515,29,-13,"8/5/2013",1003,35,"Small Market","Central",8,"Beans","Coffee","Colombian",7,68,"Iowa",20,40,20,60,30,"Regular",2.07944154167984,2.64575131106459,2.64263320840332,2.71241120422866
603,34,-4,"8/6/2013",211,42,"Small Market","East",12,"Beans","Espresso","Regular Espresso",1e-05,81,"New Hampshire",30,40,0,70,45,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
580,32,13,"8/7/2013",482,48,"Small Market","South",8,"Beans","Espresso","Caffe Mocha",43,85,"Oklahoma",20,40,30,60,19,"Regular",3.78418963391826,6.557438524302,6.96861297165568,6.23621841611432
775,0,16,"8/8/2013",387,43,"Small Market","West",0,"Beans","Espresso","Caffe Latte",46,46,"Nevada",0,40,30,40,12,"Regular",3.85014760171006,6.78232998312527,7.17916874786433,6.40438663695411
435,33,10,"8/9/2013",836,48,"Small Market","West",9,"Beans","Espresso","Caffe Latte",40,86,"Utah",30,40,30,70,21,"Regular",3.71357206670431,6.32455532033676,6.7475071511074,6.05915922675012
314,82,-13,"8/10/2013",1804,40,"Small Market","Central",25,"Leaves","Herbal Tea","Lemon",1e-05,130,"Missouri",70,40,0,110,49,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
435,82,-12,"8/11/2013",1804,40,"Small Market","West",25,"Leaves","Herbal Tea","Mint",1e-05,130,"Utah",70,40,0,110,48,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
636,35,3,"8/12/2013",248,47,"Small Market","Central",11,"Leaves","Tea","Darjeeling",13,87,"Missouri",20,40,10,60,38,"Regular",2.63905732961526,3.60555127546399,3.86217948140527,3.71115874981479
573,34,-4,"8/13/2013",211,42,"Small Market","Central",12,"Leaves","Tea","Earl Grey",1e-05,81,"Missouri",20,40,0,60,45,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
314,33,-6,"8/14/2013",243,41,"Small Market","Central",12,"Leaves","Tea","Green Tea",1e-05,79,"Missouri",20,40,0,60,45,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
603,0,17,"8/15/2013",387,43,"Small Market","East",0,"Leaves","Tea","Green Tea",47,46,"New Hampshire",0,40,30,40,11,"Regular",3.87120101090789,6.85565460040104,7.24721322674887,6.45864011136703
435,44,0,"8/16/2013",325,62,"Small Market","West",40,"Leaves","Tea","Darjeeling",1e-05,113,"Utah",30,40,-10,70,69,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
614,29,7,"8/17/2013",490,44,"Major Market","Central",8,"Leaves","Herbal Tea","Chamomile",37,78,"Ohio",20,40,30,60,19,"Decaf",3.63758615972639,6.08276253029822,6.51446763308446,5.8720332510247
440,33,13,"8/18/2013",870,49,"Major Market","Central",9,"Leaves","Herbal Tea","Lemon",43,87,"Ohio",30,40,30,70,20,"Decaf",3.78418963391826,6.557438524302,6.96861297165568,6.23621841611432
774,46,0,"8/19/2013",422,57,"Major Market","East",17,"Leaves","Herbal Tea","Lemon",10,110,"Massachusetts",30,40,10,70,50,"Decaf",2.39789527279837,3.16227766016838,3.31754104989627,3.26390635106194
321,30,9,"8/20/2013",882,45,"Major Market","East",8,"Leaves","Tea","Darjeeling",39,80,"Florida",30,40,30,70,19,"Regular",3.68887945411394,6.2449979983984,6.67122975914856,5.99796739707004
774,29,7,"8/21/2013",490,44,"Major Market","East",8,"Leaves","Tea","Green Tea",37,78,"Massachusetts",30,40,30,70,19,"Regular",3.63758615972639,6.08276253029822,6.51446763308446,5.8720332510247
608,24,-11,"8/22/2013",567,32,"Small Market","Central",7,"Beans","Espresso","Decaf Espresso",19,60,"Wisconsin",30,40,30,70,19,"Decaf",2.99573227355399,4.35889894354067,4.72981827162529,4.42306337524849
775,0,16,"8/23/2013",344,43,"Small Market","West",0,"Beans","Espresso","Caffe Latte",46,46,"Nevada",0,40,30,40,12,"Regular",3.85014760171006,6.78232998312527,7.17916874786433,6.40438663695411
435,31,9,"8/24/2013",844,46,"Small Market","West",8,"Beans","Espresso","Caffe Latte",39,82,"Utah",30,40,30,70,20,"Regular",3.68887945411394,6.2449979983984,6.67122975914856,5.99796739707004
715,34,15,"8/25/2013",863,51,"Small Market","Central",9,"Leaves","Herbal Tea","Lemon",45,91,"Wisconsin",30,40,30,70,21,"Decaf",3.8286413964891,6.70820393249937,7.11008077908889,6.34925473862917
603,39,-7,"8/26/2013",250,49,"Small Market","East",14,"Leaves","Herbal Tea","Lemon",3,94,"New Hampshire",20,40,10,60,47,"Decaf",1.38629436111989,1.73205080756888,1.30129723438636,1.65102658940178
505,31,-10,"8/27/2013",1009,38,"Small Market","South",9,"Leaves","Herbal Tea","Lemon",10,74,"New Mexico",20,40,20,60,31,"Decaf",2.39789527279837,3.16227766016838,3.31754104989627,3.26390635106194
314,38,6,"8/28/2013",256,51,"Small Market","Central",12,"Leaves","Tea","Darjeeling",16,95,"Missouri",30,40,10,70,40,"Regular",2.83321334405622,4,4.32465569998023,4.09095419486471
660,39,3,"8/29/2013",250,49,"Small Market","Central",14,"Leaves","Tea","Green Tea",3,94,"Missouri",30,40,0,70,47,"Regular",1.38629436111989,1.73205080756888,1.30129723438636,1.65102658940178
603,0,17,"8/30/2013",344,43,"Small Market","East",0,"Leaves","Tea","Green Tea",47,46,"New Hampshire",0,40,30,40,11,"Regular",3.87120101090789,6.85565460040104,7.24721322674887,6.45864011136703
253,41,25,"8/31/2013",320,66,"Small Market","West",12,"Leaves","Tea","Darjeeling",45,114,"Washington",30,40,20,70,36,"Regular",3.8286413964891,6.70820393249937,7.11008077908889,6.34925473862917
435,38,8,"9/1/2013",256,51,"Small Market","West",12,"Leaves","Tea","Earl Grey",18,95,"Utah",20,40,10,60,39,"Regular",2.94443897916644,4.24264068711928,4.60008758198814,4.31681223695035
253,43,22,"9/2/2013",466,63,"Small Market","West",13,"Leaves","Tea","Earl Grey",42,113,"Washington",30,40,20,70,35,"Regular",3.76120011569356,6.48074069840786,6.89614607365233,6.17823996880571
216,51,-35,"9/3/2013",503,71,"Major Market","Central",46,"Beans","Coffee","Decaf Irish Cream",1e-05,122,"Ohio",40,70,30,110,76,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
440,52,-34,"9/4/2013",405,71,"Major Market","Central",17,"Beans","Coffee","Amaretto",26,123,"Ohio",40,70,60,110,45,"Regular",3.29583686600433,5.09901951359278,5.52538206968385,5.07222088649086
937,43,-32,"9/5/2013",419,64,"Major Market","Central",13,"Beans","Coffee","Colombian",28,107,"Ohio",30,70,60,100,36,"Regular",3.36729582998647,5.29150262212918,5.72453815488877,5.2339636095422
774,51,-41,"9/6/2013",542,65,"Major Market","East",46,"Beans","Espresso","Caffe Mocha",1e-05,116,"Massachusetts",30,70,30,100,76,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
832,72,5,"9/7/2013",-868,110,"Major Market","South",23,"Beans","Espresso","Caffe Latte",55,182,"Texas",40,70,50,110,55,"Regular",4.02535169073515,7.41619848709566,7.75809690902109,6.86452628486549
863,48,-14,"9/8/2013",851,70,"Major Market","East",13,"Leaves","Tea","Green Tea",46,118,"Florida",50,70,60,120,24,"Regular",3.85014760171006,6.78232998312527,7.17916874786433,6.40438663695411
985,60,-12,"9/9/2013",329,99,"Small Market","South",18,"Beans","Espresso","Caffe Mocha",58,159,"Louisiana",30,70,70,100,41,"Regular",4.07753744390572,7.61577310586391,7.93623142133969,7.0054466527428
971,52,-33,"9/10/2013",405,71,"Small Market","West",17,"Beans","Espresso","Caffe Mocha",27,123,"Oregon",30,70,60,100,44,"Regular",3.3322045101752,5.19615242270663,5.62625126507429,5.15418254444888
253,56,-34,"9/11/2013",385,70,"Small Market","West",21,"Beans","Espresso","Caffe Mocha",16,126,"Washington",40,70,50,110,54,"Regular",2.83321334405622,4,4.32465569998023,4.09095419486471
405,56,-34,"9/12/2013",385,70,"Small Market","South",21,"Leaves","Herbal Tea","Chamomile",16,126,"Oklahoma",40,70,50,110,54,"Decaf",2.83321334405622,4,4.32465569998023,4.09095419486471
435,45,-37,"9/13/2013",447,69,"Small Market","West",14,"Leaves","Herbal Tea","Lemon",23,114,"Utah",20,70,60,90,46,"Decaf",3.17805383034795,4.79583152331272,5.20547167381938,4.81173477068815
567,52,-13,"9/14/2013",509,73,"Major Market","Central",47,"Beans","Coffee","Decaf Irish Cream",1e-05,125,"Ohio",50,70,10,120,76,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
614,46,-8,"9/15/2013",424,68,"Major Market","Central",14,"Beans","Coffee","Colombian",32,114,"Ohio",40,70,40,110,36,"Regular",3.49650756146648,5.65685424949238,6.0947570824873,5.53371887292784
303,52,-14,"9/16/2013",509,73,"Major Market","Central",47,"Leaves","Herbal Tea","Lemon",1e-05,125,"Colorado",40,70,10,110,77,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
720,59,-8,"9/17/2013",411,79,"Major Market","Central",19,"Leaves","Herbal Tea","Mint",32,138,"Colorado",50,70,40,120,47,"Decaf",3.49650756146648,5.65685424949238,6.0947570824873,5.53371887292784
713,59,-8,"9/18/2013",411,79,"Major Market","South",19,"Leaves","Herbal Tea","Chamomile",32,138,"Texas",50,70,40,120,47,"Decaf",3.49650756146648,5.65685424949238,6.0947570824873,5.53371887292784
718,50,-3,"9/19/2013",589,73,"Major Market","East",14,"Leaves","Tea","Green Tea",47,123,"New York",50,70,50,120,26,"Regular",3.87120101090789,6.85565460040104,7.24721322674887,6.45864011136703
860,53,-14,"9/20/2013",380,71,"Small Market","East",17,"Beans","Espresso","Decaf Espresso",26,124,"Connecticut",50,70,40,120,45,"Decaf",3.29583686600433,5.09901951359278,5.52538206968385,5.07222088649086
435,54,2,"9/21/2013",885,78,"Small Market","West",15,"Beans","Espresso","Decaf Espresso",52,132,"Utah",50,70,50,120,26,"Decaf",3.97029191355212,7.21110255092798,7.57302464450383,6.71778694300049
505,43,-10,"9/22/2013",452,66,"Small Market","South",14,"Beans","Coffee","Colombian",20,109,"New Mexico",50,70,30,120,46,"Regular",3.04452243772342,4.47213595499958,4.85485350743861,4.52537705589284
504,61,-9,"9/23/2013",-906,86,"Small Market","South",55,"Beans","Espresso","Caffe Latte",1,147,"Louisiana",40,70,10,110,85,"Regular",0.693147180559945,1,0,0.7555321818971
541,55,-14,"9/24/2013",410,69,"Small Market","West",20,"Beans","Espresso","Caffe Latte",16,124,"Oregon",50,70,30,120,53,"Regular",2.83321334405622,4,4.32465569998023,4.09095419486471
860,82,8,"9/25/2013",601,102,"Small Market","East",31,"Leaves","Herbal Tea","Lemon",38,184,"Connecticut",60,70,30,130,64,"Decaf",3.66356164612965,6.16441400296898,6.59357071906458,5.93560973163213
715,61,2,"9/26/2013",613,86,"Small Market","Central",55,"Leaves","Tea","Earl Grey",2,147,"Wisconsin",50,70,0,120,84,"Regular",1.09861228866811,1.4142135623731,0.770481377816388,1.26081001743391
425,53,-1,"9/27/2013",321,88,"Small Market","West",16,"Leaves","Tea","Darjeeling",49,141,"Washington",30,70,50,100,39,"Regular",3.91202300542815,7,7.38031949905347,6.56463747950631
419,47,-16,"9/28/2013",521,65,"Major Market","Central",42,"Beans","Coffee","Decaf Irish Cream",1e-05,112,"Ohio",40,70,10,110,71,"Decaf",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
513,54,-11,"9/29/2013",424,73,"Major Market","Central",17,"Beans","Coffee","Amaretto",29,127,"Ohio",50,70,40,120,44,"Regular",3.40119738166216,5.3851648071345,5.8203976445416,5.31169438026127
512,67,17,"9/30/2013",-1239,101,"Major Market","South",22,"Beans","Espresso","Caffe Latte",47,168,"Texas",50,70,30,120,54,"Regular",3.87120101090789,6.85565460040104,7.24721322674887,6.45864011136703
309,54,3,"10/1/2013",601,79,"Major Market","Central",15,"Leaves","Tea","Darjeeling",53,133,"Illinois",40,70,50,110,26,"Regular",3.98898404656427,7.28010988928052,7.63552698789731,6.76738124182189
816,63,-4,"10/2/2013",1075,76,"Small Market","Central",19,"Beans","Coffee","Decaf Irish Cream",36,139,"Missouri",60,70,40,130,40,"Decaf",3.61091791264422,6,6.43385350527841,5.8071810955365
959,49,-19,"10/3/2013",392,65,"Small Market","East",16,"Beans","Espresso","Decaf Espresso",21,114,"Connecticut",40,70,40,110,44,"Decaf",3.09104245335832,4.58257569495584,4.97558582846753,4.62407670458834
435,50,-3,"10/4/2013",898,73,"Small Market","West",14,"Beans","Espresso","Decaf Espresso",47,123,"Utah",40,70,50,110,26,"Decaf",3.87120101090789,6.85565460040104,7.24721322674887,6.45864011136703
603,52,-13,"10/5/2013",327,75,"Small Market","East",16,"Beans","Coffee","Amaretto",37,127,"New Hampshire",40,70,50,110,38,"Regular",3.63758615972639,6.08276253029822,6.51446763308446,5.8720332510247
475,55,-12,"10/6/2013",627,76,"Small Market","East",49,"Beans","Espresso","Caffe Mocha",1e-05,131,"Connecticut",50,70,10,120,78,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
603,49,-14,"10/7/2013",335,69,"Small Market","East",44,"Beans","Espresso","Caffe Mocha",1e-05,118,"New Hampshire",40,70,10,110,73,"Regular",9.99995000039884e-06,0.00316227766016838,-3.22792407799438,9.99996225988376e-06
503,41,-19,"10/8/2013",482,57,"Small Market","West",13,"Beans","Coffee","Colombian",1,98,"Oregon",40,70,20,110,56,"Regular",0.693147180559945,1,0,0.7555321818971
